median_house_value,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
110800.0,-117.42,33.95,32.0,4251.0,848.0,2494.0,798.0,2.8173
113900.0,-117.42,33.94,35.0,1764.0,325.0,1094.0,353.0,4.1528
113500.0,-117.42,33.94,26.0,2420.0,532.0,1383.0,469.0,3.5403
125600.0,-117.42,33.93,32.0,2885.0,595.0,1509.0,590.0,3.1795
193800.0,-117.42,33.89,4.0,80.0,10.0,55.0,13.0,7.7197
134400.0,-117.42,33.35,14.0,25135.0,4819.0,35682.0,4769.0,2.5729
134100.0,-117.43,34.12,7.0,5954.0,1071.0,3567.0,1070.0,3.2056
89900.0,-117.43,34.1,43.0,1898.0,418.0,971.0,366.0,2.4735
99500.0,-117.43,34.1,34.0,1345.0,265.0,834.0,290.0,3.7011
120200.0,-117.43,34.09,18.0,3172.0,632.0,1621.0,573.0,2.7437
127400.0,-117.43,34.08,31.0,3207.0,560.0,1582.0,538.0,4.263
95300.0,-117.43,34.07,18.0,2453.0,537.0,1503.0,500.0,2.3768
97800.0,-117.43,34.02,33.0,3084.0,570.0,1753.0,449.0,3.05
98300.0,-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909
116900.0,-117.43,33.99,18.0,3307.0,547.0,1738.0,457.0,4.566
152200.0,-117.43,33.98,21.0,2634.0,421.0,1376.0,406.0,4.2589
116500.0,-117.43,33.96,28.0,3747.0,651.0,2399.0,646.0,3.8682
104500.0,-117.43,33.95,36.0,2284.0,444.0,1425.0,405.0,4.0526
109400.0,-117.43,33.93,31.0,1273.0,262.0,686.0,254.0,2.4922
129300.0,-117.43,33.93,15.0,4836.0,1368.0,3012.0,1240.0,2.1865
138000.0,-117.43,33.91,15.0,14281.0,2511.0,7540.0,2245.0,4.3222
295200.0,-117.43,33.81,13.0,4770.0,718.0,1985.0,662.0,4.2273
130900.0,-117.44,34.45,6.0,6068.0,1137.0,3094.0,947.0,3.5167
95100.0,-117.44,34.1,43.0,1614.0,400.0,926.0,349.0,2.075
97400.0,-117.44,34.09,24.0,3477.0,831.0,2541.0,753.0,2.3682
113800.0,-117.44,34.09,12.0,3598.0,828.0,2588.0,781.0,2.375
116400.0,-117.44,34.08,15.0,5024.0,992.0,3208.0,981.0,3.6025
171300.0,-117.44,33.99,12.0,9966.0,1517.0,5008.0,1492.0,4.5625
112500.0,-117.44,33.96,29.0,124.0,22.0,50.0,18.0,12.5381
114100.0,-117.44,33.94,32.0,2349.0,452.0,1479.0,425.0,3.9118
126900.0,-117.44,33.94,30.0,2992.0,516.0,1521.0,507.0,3.9128
116000.0,-117.44,33.93,34.0,1577.0,272.0,880.0,284.0,4.6327
110800.0,-117.44,33.92,33.0,2433.0,525.0,1466.0,517.0,3.0437
148700.0,-117.44,33.9,23.0,4487.0,754.0,2609.0,778.0,4.2788
334100.0,-117.44,33.88,5.0,2589.0,351.0,1109.0,360.0,6.8089
121700.0,-117.45,34.11,7.0,6356.0,1244.0,4052.0,1164.0,2.9112
105800.0,-117.45,34.1,9.0,4288.0,1017.0,3156.0,900.0,2.7827
91100.0,-117.45,34.1,6.0,5571.0,1316.0,4048.0,1154.0,2.0308
113500.0,-117.45,34.07,21.0,3465.0,639.0,2292.0,628.0,3.3553
95200.0,-117.45,34.01,26.0,3042.0,598.0,1720.0,551.0,2.76
103700.0,-117.45,33.94,12.0,3539.0,869.0,1987.0,859.0,2.1023
113900.0,-117.45,33.93,20.0,5998.0,1320.0,3185.0,1199.0,3.2731
113300.0,-117.45,33.92,35.0,2552.0,588.0,1840.0,551.0,2.2548
121400.0,-117.45,33.91,29.0,2320.0,422.0,1358.0,415.0,3.7333
157700.0,-117.46,34.85,7.0,9759.0,1816.0,2933.0,1168.0,3.4912
116100.0,-117.46,34.14,10.0,714.0,131.0,381.0,119.0,0.8926
108800.0,-117.46,34.1,7.0,1759.0,473.0,1064.0,328.0,1.9583
93500.0,-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833
101600.0,-117.46,34.09,8.0,4711.0,963.0,3310.0,988.0,3.5488
113400.0,-117.46,34.07,19.0,3155.0,572.0,2482.0,642.0,2.9973
195600.0,-117.46,34.06,24.0,2831.0,478.0,1582.0,435.0,4.3397
147300.0,-117.46,34.04,3.0,12870.0,2315.0,5820.0,1759.0,4.2429
99600.0,-117.46,33.95,34.0,1565.0,296.0,1142.0,328.0,3.6979
105400.0,-117.46,33.94,35.0,1566.0,294.0,1056.0,279.0,3.5227
85800.0,-117.46,33.94,26.0,2481.0,620.0,2411.0,552.0,1.7059
132800.0,-117.46,33.93,19.0,4780.0,861.0,3043.0,766.0,3.7431
114700.0,-117.46,33.93,16.0,4112.0,880.0,2821.0,857.0,3.0122
121100.0,-117.46,33.92,21.0,713.0,142.0,476.0,142.0,3.5208
141000.0,-117.47,34.12,6.0,10565.0,1767.0,5690.0,1555.0,4.1797
112500.0,-117.47,34.07,24.0,1017.0,227.0,568.0,187.0,1.5972
125000.0,-117.47,34.06,33.0,1379.0,273.0,884.0,229.0,2.7574
158100.0,-117.47,33.98,8.0,12106.0,1913.0,5810.0,1717.0,4.9886
124600.0,-117.47,33.95,15.0,6248.0,1249.0,3795.0,1128.0,4.1264
105600.0,-117.47,33.94,34.0,2086.0,417.0,1501.0,395.0,3.2311
110500.0,-117.47,33.93,33.0,919.0,208.0,724.0,235.0,3.4028
126100.0,-117.47,33.92,18.0,3869.0,773.0,2500.0,726.0,3.6583
127300.0,-117.47,33.91,21.0,3491.0,760.0,1920.0,669.0,2.2241
99200.0,-117.48,34.09,32.0,3170.0,630.0,2612.0,580.0,3.6394
98600.0,-117.48,34.09,32.0,1650.0,328.0,1124.0,290.0,3.1838
117400.0,-117.48,34.08,28.0,1922.0,382.0,1565.0,340.0,3.915
121100.0,-117.48,34.01,23.0,2000.0,376.0,1361.0,388.0,4.369
145500.0,-117.48,34.0,12.0,6751.0,1153.0,3266.0,1134.0,3.8529
117300.0,-117.48,33.94,29.0,1625.0,336.0,1046.0,320.0,3.1985
112900.0,-117.48,33.94,19.0,1891.0,465.0,1693.0,416.0,2.7813
122000.0,-117.48,33.93,31.0,2191.0,459.0,1564.0,450.0,2.6776
141100.0,-117.48,33.91,22.0,3611.0,666.0,1869.0,649.0,4.2207
149900.0,-117.48,33.89,14.0,10395.0,1799.0,6295.0,1855.0,4.7295
143700.0,-117.49,34.04,4.0,6034.0,1170.0,3527.0,1098.0,4.1775
108200.0,-117.49,34.02,35.0,2051.0,427.0,1466.0,425.0,3.6711
142400.0,-117.49,34.02,21.0,3736.0,738.0,2021.0,640.0,4.4545
116400.0,-117.49,33.99,21.0,2050.0,392.0,1153.0,336.0,4.84
160600.0,-117.49,33.98,17.0,2727.0,462.0,1691.0,448.0,4.8371
127100.0,-117.49,33.94,28.0,2787.0,490.0,1684.0,467.0,4.0256
124600.0,-117.49,33.93,26.0,2970.0,576.0,2156.0,558.0,3.9522
159100.0,-117.49,33.9,7.0,10235.0,2238.0,5271.0,2094.0,3.6071
84900.0,-117.5,34.66,20.0,1319.0,309.0,486.0,196.0,2.0184
191700.0,-117.5,34.12,2.0,11965.0,1802.0,4436.0,1296.0,5.285
154700.0,-117.5,34.04,5.0,3958.0,665.0,2456.0,666.0,5.1647
143400.0,-117.5,34.04,4.0,3428.0,649.0,2158.0,632.0,5.0175
128500.0,-117.5,34.0,15.0,1929.0,317.0,1237.0,316.0,4.4063
138700.0,-117.5,33.98,21.0,2394.0,416.0,1291.0,381.0,4.2099
139200.0,-117.5,33.96,12.0,7923.0,1470.0,4861.0,1385.0,4.2985
143400.0,-117.5,33.95,29.0,932.0,153.0,711.0,172.0,4.8214
135600.0,-117.5,33.93,19.0,4741.0,835.0,2903.0,796.0,4.3723
115600.0,-117.5,33.92,31.0,2529.0,513.0,1504.0,426.0,2.9821
119600.0,-117.51,34.41,5.0,2884.0,567.0,1396.0,465.0,3.7361
191700.0,-117.51,34.14,21.0,2455.0,381.0,1094.0,327.0,4.6437
124700.0,-117.51,34.0,36.0,3791.0,746.0,2258.0,672.0,3.2067
137500.0,-117.51,33.97,35.0,352.0,62.0,184.0,57.0,3.6691
169100.0,-117.51,33.95,12.0,9016.0,1486.0,4285.0,1457.0,4.9984
158000.0,-117.51,33.89,16.0,5418.0,1005.0,2690.0,1088.0,4.0556
123800.0,-117.51,33.88,24.0,3044.0,602.0,2541.0,564.0,4.131
182900.0,-117.52,33.99,14.0,13562.0,2057.0,7600.0,2086.0,5.2759
220800.0,-117.52,33.89,2.0,17978.0,3217.0,7305.0,2463.0,5.1695
111000.0,-117.52,33.84,20.0,688.0,146.0,575.0,144.0,3.55
189800.0,-117.52,33.83,22.0,2397.0,400.0,1347.0,403.0,4.46
215000.0,-117.52,33.82,14.0,3776.0,580.0,1877.0,559.0,5.1365
108000.0,-117.53,34.28,35.0,1529.0,338.0,688.0,256.0,4.1083
103000.0,-117.53,34.1,5.0,2185.0,488.0,1379.0,458.0,3.7917
116400.0,-117.53,34.06,18.0,5605.0,1303.0,4028.0,1145.0,2.9386
375000.0,-117.53,34.02,19.0,256.0,34.0,101.0,28.0,5.3269
141000.0,-117.53,33.97,34.0,1293.0,215.0,774.0,217.0,3.8906
91000.0,-117.53,33.88,22.0,2855.0,667.0,2453.0,624.0,3.1312
195600.0,-117.53,33.83,7.0,2191.0,324.0,1156.0,310.0,5.5362
483300.0,-117.53,33.69,6.0,454.0,102.0,213.0,43.0,10.9704
83300.0,-117.54,34.55,5.0,2949.0,671.0,1620.0,530.0,2.9479
126500.0,-117.54,34.47,4.0,6712.0,1200.0,3126.0,1026.0,3.2277
181800.0,-117.54,34.12,4.0,17577.0,2819.0,7766.0,2473.0,5.1333
131500.0,-117.54,34.11,16.0,2114.0,374.0,1463.0,399.0,3.9241
216700.0,-117.54,33.82,6.0,202.0,29.0,75.0,28.0,4.125
153100.0,-117.55,34.25,39.0,1578.0,317.0,872.0,322.0,4.555
206300.0,-117.55,34.14,3.0,5710.0,919.0,2874.0,886.0,5.3638
75000.0,-117.55,34.0,17.0,3583.0,700.0,1587.0,719.0,2.6979
229400.0,-117.55,33.95,17.0,3196.0,444.0,1581.0,462.0,5.9333
163900.0,-117.55,33.94,30.0,5398.0,926.0,2672.0,864.0,4.4762
154300.0,-117.55,33.93,25.0,5187.0,934.0,2725.0,860.0,4.1865
163300.0,-117.55,33.92,24.0,2807.0,501.0,1653.0,509.0,4.8167
198800.0,-117.55,33.9,21.0,1839.0,324.0,871.0,307.0,3.4459
164800.0,-117.55,33.89,25.0,2999.0,439.0,1396.0,458.0,5.6973
108800.0,-117.55,33.88,19.0,2472.0,618.0,2143.0,610.0,2.2372
137100.0,-117.55,33.87,18.0,8136.0,1584.0,4976.0,1516.0,3.9414
195300.0,-117.55,33.85,4.0,8207.0,1373.0,3887.0,1304.0,4.8686
500001.0,-117.55,33.83,6.0,502.0,76.0,228.0,65.0,4.2386
447400.0,-117.55,33.52,15.0,426.0,62.0,133.0,45.0,5.136
178700.0,-117.56,34.12,4.0,6956.0,1271.0,3455.0,1228.0,4.7193
181300.0,-117.56,34.12,4.0,5351.0,1210.0,2988.0,1101.0,3.7973
257100.0,-117.56,33.94,6.0,575.0,73.0,318.0,88.0,7.0215
164300.0,-117.56,33.94,29.0,266.0,42.0,136.0,40.0,1.625
191700.0,-117.56,33.89,16.0,693.0,185.0,365.0,176.0,2.3417
113000.0,-117.56,33.88,40.0,1196.0,294.0,1052.0,258.0,2.0682
177100.0,-117.56,33.86,25.0,6964.0,1066.0,3240.0,1036.0,5.2898
339300.0,-117.56,33.83,28.0,895.0,127.0,346.0,115.0,5.4788
118800.0,-117.57,34.07,4.0,2152.0,580.0,1083.0,441.0,3.1458
158900.0,-117.57,34.02,5.0,6933.0,1311.0,3845.0,1285.0,4.6727
214600.0,-117.57,33.91,22.0,2620.0,396.0,1324.0,362.0,5.3735
137600.0,-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525
110600.0,-117.57,33.88,39.0,679.0,164.0,769.0,179.0,2.3036
119400.0,-117.57,33.88,35.0,1755.0,446.0,1453.0,428.0,2.316
122800.0,-117.57,33.87,37.0,621.0,156.0,443.0,135.0,2.3333
138200.0,-117.57,33.87,33.0,2076.0,517.0,1374.0,480.0,2.2197
165000.0,-117.57,33.87,27.0,1786.0,287.0,939.0,278.0,5.1929
231700.0,-117.58,34.14,7.0,11818.0,1745.0,5499.0,1600.0,5.3678
127800.0,-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186
174800.0,-117.58,34.02,4.0,5998.0,1092.0,3182.0,1042.0,5.2692
245200.0,-117.58,34.0,2.0,7544.0,1516.0,2801.0,1001.0,4.0037
246400.0,-117.58,33.92,16.0,4157.0,586.0,2036.0,594.0,6.155
107900.0,-117.58,33.89,14.0,1731.0,404.0,1269.0,351.0,2.3654
113500.0,-117.58,33.87,42.0,765.0,171.0,590.0,177.0,1.6875
163900.0,-117.58,33.87,17.0,2772.0,449.0,1685.0,461.0,5.0464
195100.0,-117.58,33.85,6.0,16431.0,2640.0,8222.0,2553.0,5.2861
215000.0,-117.58,33.66,4.0,3305.0,644.0,1693.0,597.0,5.2497
190300.0,-117.58,33.65,4.0,2000.0,422.0,833.0,386.0,5.7709
500001.0,-117.58,33.65,4.0,1606.0,498.0,815.0,426.0,3.375
495400.0,-117.58,33.6,5.0,5348.0,659.0,1862.0,555.0,11.0567
361400.0,-117.59,34.16,10.0,9467.0,1181.0,3819.0,1122.0,7.8252
169600.0,-117.59,34.13,10.0,20263.0,3915.0,9716.0,3744.0,3.8505
139300.0,-117.59,34.1,17.0,3646.0,1035.0,1987.0,895.0,2.3603
120400.0,-117.59,34.09,16.0,2401.0,465.0,1757.0,500.0,3.9755
161400.0,-117.59,34.03,16.0,3443.0,562.0,2130.0,564.0,5.0769
152500.0,-117.59,34.02,14.0,1463.0,261.0,881.0,245.0,4.7857
244200.0,-117.59,33.93,17.0,338.0,47.0,200.0,46.0,7.8118
203400.0,-117.59,33.91,7.0,10223.0,1491.0,5205.0,1509.0,5.4872
117000.0,-117.59,33.88,7.0,3586.0,959.0,2695.0,877.0,2.4387
279800.0,-117.59,33.67,29.0,1223.0,215.0,633.0,204.0,6.5143
260800.0,-117.59,33.66,4.0,1318.0,218.0,673.0,225.0,6.0722
151900.0,-117.59,33.65,2.0,4860.0,1193.0,2332.0,1073.0,4.5022
378200.0,-117.59,33.61,3.0,2993.0,429.0,991.0,390.0,10.0765
358800.0,-117.59,33.43,14.0,3223.0,484.0,1230.0,488.0,6.5964
246000.0,-117.59,33.41,17.0,2248.0,448.0,878.0,423.0,5.1298
252100.0,-117.59,33.4,22.0,3167.0,743.0,1797.0,642.0,4.0076
159800.0,-117.6,34.08,15.0,2700.0,460.0,1432.0,449.0,4.9063
160400.0,-117.6,34.02,16.0,2103.0,348.0,1305.0,356.0,5.2849
225000.0,-117.6,33.98,26.0,1225.0,199.0,717.0,204.0,2.7284
153100.0,-117.6,33.94,26.0,2925.0,575.0,1921.0,501.0,3.1859
150300.0,-117.6,33.87,18.0,6450.0,1165.0,3716.0,1113.0,4.2721
161000.0,-117.6,33.86,23.0,2949.0,473.0,1671.0,477.0,5.195
221400.0,-117.6,33.85,9.0,6538.0,955.0,2928.0,892.0,5.3006
272500.0,-117.6,33.72,36.0,1317.0,228.0,531.0,214.0,5.6346
233900.0,-117.6,33.65,4.0,3134.0,504.0,1599.0,485.0,6.2464
243800.0,-117.6,33.45,4.0,2369.0,566.0,996.0,435.0,5.4031
414000.0,-117.6,33.43,21.0,3951.0,562.0,1392.0,543.0,5.1439
280600.0,-117.6,33.42,23.0,2482.0,461.0,1048.0,425.0,4.665
309200.0,-117.6,33.41,29.0,2193.0,389.0,922.0,387.0,4.5476
245600.0,-117.61,34.14,14.0,15809.0,2485.0,7363.0,2410.0,5.5198
164600.0,-117.61,34.13,21.0,8416.0,1386.0,4308.0,1341.0,4.4611
132600.0,-117.61,34.1,9.0,18956.0,4095.0,10323.0,3832.0,3.6033
135500.0,-117.61,34.09,23.0,1945.0,362.0,1483.0,383.0,4.4205
144000.0,-117.61,34.09,11.0,2000.0,391.0,1503.0,426.0,4.6167
158700.0,-117.61,34.08,12.0,4427.0,822.0,2400.0,843.0,4.7147
150200.0,-117.61,34.04,8.0,4116.0,766.0,1785.0,745.0,3.1672
275000.0,-117.61,34.02,8.0,63.0,9.0,25.0,7.0,7.7197
170300.0,-117.61,34.02,15.0,1791.0,346.0,1219.0,328.0,3.8125
500000.0,-117.61,34.01,25.0,352.0,41.0,99.0,34.0,3.9696
284900.0,-117.61,33.67,3.0,4541.0,720.0,1600.0,583.0,6.8004
219000.0,-117.61,33.63,2.0,4678.0,817.0,1970.0,712.0,6.1078
220700.0,-117.61,33.45,6.0,950.0,184.0,426.0,186.0,4.7237
346200.0,-117.61,33.44,17.0,2036.0,272.0,713.0,265.0,6.5954
187500.0,-117.61,33.43,33.0,1150.0,383.0,604.0,317.0,2.3545
346500.0,-117.61,33.43,24.0,2303.0,399.0,851.0,379.0,3.9875
282000.0,-117.61,33.42,31.0,3959.0,856.0,1919.0,775.0,4.0313
402900.0,-117.61,33.41,35.0,2556.0,404.0,946.0,399.0,6.1557
140200.0,-117.62,34.44,6.0,8884.0,1687.0,3767.0,1334.0,3.599
311500.0,-117.62,34.15,16.0,13556.0,1704.0,5669.0,1668.0,6.5138
158800.0,-117.62,34.13,20.0,3216.0,516.0,1655.0,524.0,5.1261
192800.0,-117.62,34.11,31.0,2561.0,414.0,1204.0,435.0,4.4637
132000.0,-117.62,34.09,26.0,3271.0,595.0,2259.0,566.0,4.0139
136000.0,-117.62,34.08,24.0,2801.0,554.0,2064.0,529.0,4.4946
128900.0,-117.62,34.07,16.0,6009.0,1599.0,5110.0,1389.0,2.5677
127000.0,-117.62,34.07,15.0,4061.0,811.0,2884.0,734.0,3.3936
103600.0,-117.62,34.05,33.0,883.0,211.0,1007.0,210.0,2.8281
176000.0,-117.62,34.03,15.0,3942.0,661.0,2240.0,621.0,4.8311
195100.0,-117.62,34.02,9.0,4265.0,587.0,2280.0,589.0,5.5632
164100.0,-117.62,34.02,16.0,2040.0,325.0,1207.0,324.0,5.0431
186400.0,-117.62,33.77,43.0,1911.0,439.0,930.0,433.0,4.6369
484100.0,-117.62,33.64,2.0,7826.0,893.0,2985.0,790.0,10.1531
294200.0,-117.62,33.47,4.0,1812.0,255.0,661.0,211.0,6.487
247100.0,-117.62,33.43,27.0,1835.0,413.0,1221.0,377.0,3.2232
231300.0,-117.62,33.43,24.0,1296.0,384.0,850.0,367.0,2.7545
240600.0,-117.62,33.43,23.0,4052.0,955.0,1950.0,859.0,4.0647
310000.0,-117.62,33.42,27.0,1444.0,412.0,597.0,311.0,3.1395
500001.0,-117.62,33.42,23.0,2656.0,515.0,998.0,435.0,4.0294
167100.0,-117.63,34.37,20.0,7052.0,1306.0,2197.0,810.0,3.7252
226800.0,-117.63,34.12,4.0,4323.0,775.0,1479.0,663.0,6.0758
122800.0,-117.63,34.1,15.0,4799.0,1209.0,2554.0,1057.0,2.6582
126200.0,-117.63,34.09,19.0,3490.0,816.0,2818.0,688.0,2.8977
111700.0,-117.63,34.08,38.0,1810.0,371.0,1257.0,354.0,3.8355
106700.0,-117.63,34.07,39.0,2650.0,511.0,1537.0,495.0,3.4432
88300.0,-117.63,34.06,39.0,1210.0,310.0,1294.0,303.0,2.3636
175400.0,-117.63,34.02,13.0,4864.0,729.0,2780.0,723.0,5.6168
183300.0,-117.63,33.94,36.0,447.0,95.0,2886.0,85.0,4.2578
288700.0,-117.63,33.65,10.0,3580.0,491.0,1688.0,467.0,7.7814
238000.0,-117.63,33.63,6.0,3068.0,549.0,985.0,536.0,4.2009
196700.0,-117.63,33.62,9.0,4257.0,785.0,1293.0,745.0,3.7139
353600.0,-117.63,33.5,12.0,3619.0,536.0,1506.0,492.0,7.2013
256000.0,-117.63,33.47,4.0,2320.0,405.0,1408.0,477.0,6.3369
310800.0,-117.63,33.47,4.0,1969.0,280.0,805.0,271.0,7.6012
387300.0,-117.63,33.46,7.0,7684.0,1088.0,2812.0,1057.0,6.3401
363500.0,-117.63,33.45,5.0,3549.0,604.0,1571.0,534.0,5.3705
500001.0,-117.63,33.38,12.0,5744.0,1054.0,2104.0,847.0,5.1482
83200.0,-117.64,35.61,10.0,2656.0,506.0,1349.0,501.0,4.25
392900.0,-117.64,34.15,16.0,2896.0,404.0,1165.0,379.0,6.4559
202900.0,-117.64,34.12,18.0,3605.0,534.0,1682.0,480.0,5.8407
146900.0,-117.64,34.11,16.0,2129.0,420.0,932.0,379.0,2.5868
130400.0,-117.64,34.08,37.0,2576.0,468.0,1284.0,428.0,3.3958
118000.0,-117.64,34.08,35.0,1254.0,241.0,729.0,253.0,3.495
122600.0,-117.64,34.08,33.0,1987.0,455.0,1369.0,475.0,2.4464
108300.0,-117.64,34.07,52.0,1644.0,372.0,1269.0,355.0,2.6913
122800.0,-117.64,34.07,43.0,1970.0,379.0,1036.0,391.0,3.2083
111200.0,-117.64,34.07,38.0,2450.0,544.0,1823.0,536.0,2.837
98100.0,-117.64,34.07,30.0,2787.0,713.0,2647.0,693.0,2.2765
85700.0,-117.64,34.06,50.0,637.0,143.0,590.0,147.0,1.9659
79200.0,-117.64,34.06,43.0,763.0,219.0,851.0,198.0,1.7292
96900.0,-117.64,34.05,32.0,1129.0,251.0,1378.0,268.0,3.0057
95700.0,-117.64,34.05,27.0,1407.0,362.0,1684.0,350.0,2.1944
102500.0,-117.64,34.04,21.0,1801.0,507.0,2556.0,484.0,2.4716
137000.0,-117.64,34.03,11.0,2050.0,382.0,1044.0,371.0,4.8281
159100.0,-117.64,34.03,10.0,3194.0,579.0,2088.0,549.0,4.1779
416700.0,-117.64,34.02,6.0,248.0,47.0,119.0,42.0,2.125
158000.0,-117.64,34.02,10.0,4887.0,930.0,2637.0,831.0,4.0611
181300.0,-117.64,33.99,29.0,1005.0,152.0,513.0,149.0,2.4375
204800.0,-117.64,33.88,13.0,8010.0,1366.0,3920.0,1309.0,5.536
243400.0,-117.64,33.68,4.0,5687.0,970.0,2677.0,938.0,6.5069
293200.0,-117.64,33.64,11.0,2422.0,429.0,810.0,395.0,6.1935
436600.0,-117.64,33.63,10.0,4814.0,643.0,1808.0,588.0,8.798
184800.0,-117.64,33.62,16.0,3970.0,771.0,1202.0,734.0,3.4115
247900.0,-117.64,33.61,14.0,5232.0,810.0,3041.0,839.0,5.826
348000.0,-117.64,33.59,4.0,3274.0,383.0,1312.0,390.0,8.1611
286000.0,-117.64,33.51,15.0,1743.0,254.0,943.0,274.0,5.9339
363200.0,-117.64,33.51,14.0,1343.0,175.0,650.0,184.0,7.2648
271600.0,-117.64,33.49,3.0,2516.0,429.0,781.0,337.0,5.6197
275900.0,-117.64,33.48,12.0,2007.0,397.0,1033.0,373.0,5.6754
284100.0,-117.64,33.45,27.0,334.0,56.0,130.0,46.0,4.875
406700.0,-117.65,34.14,9.0,3877.0,490.0,1815.0,490.0,8.4839
354000.0,-117.65,34.14,16.0,2196.0,287.0,949.0,289.0,8.6573
255900.0,-117.65,34.13,24.0,2121.0,296.0,913.0,302.0,5.9328
239000.0,-117.65,34.12,27.0,2298.0,340.0,1071.0,369.0,6.5587
242700.0,-117.65,34.12,17.0,3006.0,427.0,1291.0,406.0,6.2083
176600.0,-117.65,34.11,29.0,2927.0,634.0,1710.0,623.0,3.6219
233500.0,-117.65,34.11,28.0,2788.0,370.0,1140.0,385.0,5.3368
115800.0,-117.65,34.1,44.0,1526.0,337.0,831.0,326.0,3.0284
106000.0,-117.65,34.1,30.0,1461.0,341.0,1014.0,345.0,2.4667
136400.0,-117.65,34.1,19.0,1688.0,365.0,622.0,322.0,3.6
116300.0,-117.65,34.09,46.0,1214.0,281.0,701.0,294.0,2.7083
145600.0,-117.65,34.09,33.0,2446.0,396.0,1209.0,412.0,4.3958
144300.0,-117.65,34.08,52.0,2264.0,439.0,1031.0,437.0,3.375
158200.0,-117.65,34.08,40.0,1609.0,258.0,624.0,242.0,5.4689
144900.0,-117.65,34.08,38.0,2750.0,572.0,1410.0,483.0,3.3836
166400.0,-117.65,34.08,35.0,2621.0,391.0,1074.0,391.0,4.7176
117200.0,-117.65,34.07,52.0,1041.0,252.0,558.0,231.0,1.9236
113200.0,-117.65,34.07,35.0,2501.0,651.0,1182.0,591.0,1.4464
112500.0,-117.65,34.06,41.0,465.0,130.0,349.0,138.0,2.0893
90500.0,-117.65,34.06,41.0,1171.0,334.0,1479.0,334.0,2.25
100000.0,-117.65,34.04,28.0,2360.0,607.0,2623.0,592.0,2.5048
151000.0,-117.65,34.04,15.0,3393.0,653.0,2039.0,611.0,3.9336
149100.0,-117.65,34.03,15.0,4420.0,903.0,2373.0,858.0,3.449
159100.0,-117.65,34.02,9.0,2107.0,411.0,1138.0,389.0,4.4042
234800.0,-117.65,33.65,16.0,1538.0,260.0,835.0,259.0,5.5779
294800.0,-117.65,33.65,15.0,4713.0,671.0,2197.0,673.0,7.5426
251900.0,-117.65,33.65,15.0,3485.0,519.0,1740.0,485.0,6.7543
351300.0,-117.65,33.63,16.0,3388.0,425.0,1395.0,427.0,8.4471
275000.0,-117.65,33.62,15.0,2708.0,410.0,1140.0,389.0,6.2899
278700.0,-117.65,33.6,15.0,5736.0,800.0,2529.0,762.0,6.4114
316100.0,-117.65,33.6,13.0,2319.0,430.0,1004.0,380.0,5.133
337900.0,-117.65,33.59,8.0,2649.0,340.0,1238.0,354.0,8.0409
331400.0,-117.65,33.58,2.0,2411.0,354.0,703.0,217.0,7.8061
500001.0,-117.65,33.53,7.0,6814.0,785.0,2175.0,681.0,10.49
248800.0,-117.65,33.49,16.0,2223.0,454.0,628.0,382.0,4.3603
500001.0,-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502
402200.0,-117.65,33.48,10.0,3484.0,582.0,1469.0,556.0,5.4188
239300.0,-117.65,33.45,15.0,7468.0,1275.0,3033.0,1217.0,5.49
249400.0,-117.65,33.42,25.0,2174.0,428.0,603.0,352.0,3.3967
370800.0,-117.65,33.4,17.0,2737.0,654.0,910.0,492.0,3.5729
42100.0,-117.66,35.63,33.0,2579.0,564.0,1155.0,431.0,2.0441
85700.0,-117.66,35.62,11.0,5897.0,1138.0,2728.0,1072.0,4.15
87200.0,-117.66,35.61,5.0,5735.0,932.0,2623.0,862.0,4.8494
91700.0,-117.66,35.6,14.0,1740.0,391.0,850.0,317.0,2.5812
360100.0,-117.66,34.15,25.0,3430.0,485.0,1284.0,438.0,8.5282
395500.0,-117.66,34.15,20.0,2524.0,311.0,965.0,285.0,8.0103
310500.0,-117.66,34.14,8.0,1692.0,253.0,857.0,251.0,6.9418
325000.0,-117.66,34.14,11.0,3628.0,469.0,1488.0,463.0,7.0844
254100.0,-117.66,34.13,19.0,3995.0,554.0,1523.0,509.0,6.075
307100.0,-117.66,34.13,17.0,3229.0,405.0,1289.0,407.0,6.3842
390500.0,-117.66,34.12,22.0,2272.0,278.0,933.0,305.0,8.8204
145300.0,-117.66,34.1,37.0,1971.0,345.0,939.0,358.0,3.4634
150000.0,-117.66,34.1,26.0,1855.0,553.0,1109.0,536.0,2.2429
166300.0,-117.66,34.09,26.0,1151.0,200.0,593.0,188.0,3.6667
151500.0,-117.66,34.09,23.0,1426.0,313.0,954.0,319.0,3.0357
162500.0,-117.66,34.09,20.0,2462.0,496.0,1117.0,458.0,3.2321
157200.0,-117.66,34.08,33.0,3659.0,590.0,1773.0,615.0,3.9227
139600.0,-117.66,34.07,37.0,2454.0,511.0,1165.0,504.0,2.9474
137000.0,-117.66,34.07,36.0,2072.0,408.0,964.0,395.0,2.8702
